Mes;Empresa;Tipo de servicio;Tipo de producto;Trayecto;Precio (€)
2025-09;Renfe-AVE;Comercial;LD AV;Madrid-Barcelona;75,11
2025-09;Renfe-AVE;Comercial;LD AV;Madrid-Málaga;46,57
2025-09;Renfe-AVE;Comercial;LD AV;Madrid-Sevilla;50,42
2025-09;Renfe-AVE;Comercial;LD AV;Madrid-Valencia;34,62
2025-09;Renfe-AVLO;Comercial;LD AV;Madrid-Alicante;29,5
2025-09;Renfe-AVLO;Comercial;LD AV;Madrid-Barcelona;47,88
2025-09;Renfe-AVLO;Comercial;LD AV;Madrid-Málaga;38,3
2025-09;Renfe-AVLO;Comercial;LD AV;Madrid-Sevilla;36,71
2025-09;Renfe-AVLO;Comercial;LD AV;Madrid-Valencia;22,37
2025-09;Total;Comercial;LD AV;Madrid-Alicante;34,87
2025-09;Total;Comercial;LD AV;Madrid-Barcelona;70,49
2025-09;Total;Comercial;LD AV;Madrid-Málaga;43,3
2025-09;Total;Comercial;LD AV;Madrid-Sevilla;44,82
2025-09;Total;Comercial;LD AV;Madrid-Valencia;29,12
2025-10;Iryo;Comercial;LD AV;Madrid-Alicante;39,86
2025-10;Iryo;Comercial;LD AV;Madrid-Barcelona;83,52
2025-10;Iryo;Comercial;LD AV;Madrid-Málaga;47,18
2025-10;Iryo;Comercial;LD AV;Madrid-Sevilla;50,7
2025-10;Iryo;Comercial;LD AV;Madrid-Valencia;33,48
2025-10;OUIGO;Comercial;LD AV;Madrid-Alicante;23,58
2025-10;OUIGO;Comercial;LD AV;Madrid-Barcelona;61,46
2025-10;OUIGO;Comercial;LD AV;Madrid-Málaga;30,58
2025-10;OUIGO;Comercial;LD AV;Madrid-Sevilla;34,94
2025-10;OUIGO;Comercial;LD AV;Madrid-Valencia;22,77
2025-10;Renfe-AVE;Comercial;LD AV;Madrid-Alicante;40,16
2025-10;Renfe-AVE;Comercial;LD AV;Madrid-Barcelona;94,92
2025-10;Renfe-AVE;Comercial;LD AV;Madrid-Málaga;50,03
2025-10;Renfe-AVE;Comercial;LD AV;Madrid-Sevilla;56,09
2025-10;Renfe-AVE;Comercial;LD AV;Madrid-Valencia;38,33
2025-10;Renfe-AVLO;Comercial;LD AV;Madrid-Alicante;27,38
2025-10;Renfe-AVLO;Comercial;LD AV;Madrid-Barcelona;49,07
2025-10;Renfe-AVLO;Comercial;LD AV;Madrid-Málaga;38,95
2025-10;Renfe-AVLO;Comercial;LD AV;Madrid-Sevilla;42,34
2025-10;Renfe-AVLO;Comercial;LD AV;Madrid-Valencia;24,2
2025-10;Total;Comercial;LD AV;Madrid-Alicante;34,8
2025-10;Total;Comercial;LD AV;Madrid-Barcelona;87,33
2025-10;Total;Comercial;LD AV;Madrid-Málaga;45,27
2025-10;Total;Comercial;LD AV;Madrid-Sevilla;50,07
2025-10;Total;Comercial;LD AV;Madrid-Valencia;31,98
2025-11;Iryo;Comercial;LD AV;Madrid-Alicante;39,03
2025-11;Iryo;Comercial;LD AV;Madrid-Barcelona;76,02
2025-11;Iryo;Comercial;LD AV;Madrid-Málaga;42,8
2025-11;Iryo;Comercial;LD AV;Madrid-Sevilla;46,29
2025-11;Iryo;Comercial;LD AV;Madrid-Valencia;32,73
2025-11;OUIGO;Comercial;LD AV;Madrid-Alicante;25,72
2025-11;OUIGO;Comercial;LD AV;Madrid-Barcelona;61,69
2025-11;OUIGO;Comercial;LD AV;Madrid-Málaga;30,61
2025-11;OUIGO;Comercial;LD AV;Madrid-Sevilla;33,68
2025-11;OUIGO;Comercial;LD AV;Madrid-Valencia;23,8
2025-11;Renfe-AVE;Comercial;LD AV;Madrid-Alicante;44,5
2025-11;Renfe-AVE;Comercial;LD AV;Madrid-Barcelona;98,45
2025-11;Renfe-AVE;Comercial;LD AV;Madrid-Málaga;47,77
2025-11;Renfe-AVE;Comercial;LD AV;Madrid-Sevilla;52,89
2025-11;Renfe-AVE;Comercial;LD AV;Madrid-Valencia;38,07
2025-11;Renfe-AVLO;Comercial;LD AV;Madrid-Alicante;29,38
2025-11;Renfe-AVLO;Comercial;LD AV;Madrid-Málaga;35,54
2025-11;Renfe-AVLO;Comercial;LD AV;Madrid-Sevilla;40,69
2025-11;Renfe-AVLO;Comercial;LD AV;Madrid-Valencia;25,79
2025-11;Total;Comercial;LD AV;Madrid-Alicante;38,11
2025-11;Total;Comercial;LD AV;Madrid-Barcelona;86,84
2025-11;Total;Comercial;LD AV;Madrid-Málaga;42,5
2025-11;Total;Comercial;LD AV;Madrid-Sevilla;46,76
2025-11;Total;Comercial;LD AV;Madrid-Valencia;32,12
2025-12;Iryo;Comercial;LD AV;Madrid-Alicante;36,04
2025-12;Iryo;Comercial;LD AV;Madrid-Barcelona;71,1
2025-12;Iryo;Comercial;LD AV;Madrid-Málaga;46,35
2025-12;Iryo;Comercial;LD AV;Madrid-Sevilla;45,64
2025-12;Iryo;Comercial;LD AV;Madrid-Valencia;37,63
2025-12;OUIGO;Comercial;LD AV;Madrid-Alicante;30,13
2025-12;OUIGO;Comercial;LD AV;Madrid-Barcelona;61,13
2025-12;OUIGO;Comercial;LD AV;Madrid-Málaga;39,65
2025-12;OUIGO;Comercial;LD AV;Madrid-Sevilla;36,43
2025-12;OUIGO;Comercial;LD AV;Madrid-Valencia;29,97
2025-12;Renfe-AVE;Comercial;LD AV;Madrid-Alicante;44,6
2025-12;Renfe-AVE;Comercial;LD AV;Madrid-Barcelona;93,47
2025-12;Renfe-AVE;Comercial;LD AV;Madrid-Málaga;53,69
2025-12;Renfe-AVE;Comercial;LD AV;Madrid-Sevilla;50,89
2025-12;Renfe-AVE;Comercial;LD AV;Madrid-Valencia;41,2
2025-12;Renfe-AVLO;Comercial;LD AV;Madrid-Alicante;31,06
2025-12;Renfe-AVLO;Comercial;LD AV;Madrid-Málaga;47,36
2025-12;Renfe-AVLO;Comercial;LD AV;Madrid-Sevilla;43,69
2025-12;Renfe-AVLO;Comercial;LD AV;Madrid-Valencia;30,85
2025-12;Total;Comercial;LD AV;Madrid-Alicante;39,5
2025-12;Total;Comercial;LD AV;Madrid-Barcelona;81,08
2025-12;Total;Comercial;LD AV;Madrid-Málaga;49,07
2025-12;Total;Comercial;LD AV;Madrid-Sevilla;45,92
2025-12;Total;Comercial;LD AV;Madrid-Valencia;36,62
